Total owed a prevention or relief duty,2020_people_per_sq_km,Income_deprivation_score_2019,GDP_2019,median_earnings_2020,median_house_price_2020 ,white,Black / African / Caribbean / Black British: African,Asian/Asian_Britian,Mixed / Multiple ethnic groups,"Full-time
163.000000 ,490.000000 ,0.096000 ,38276.000000 ,35166.000000 ,195000.000000 ,0.930000 ,0.020000 ,0.020000 ,0.020000 ,0.159500 ,0.073600 ,0.018400 ,0.233100 ,0.042900 ,0.055200 ,0.355800 ,0.049100 
1706.000000 ,1419.000000 ,0.167000 ,25035.000000 ,25895.000000 ,135000.000000 ,0.900000 ,0.010000 ,0.030000 ,0.010000 ,0.114900 ,0.066200 ,0.004700 ,0.569800 ,0.002900 ,0.030500 ,0.140700 ,0.022900 
244.000000 ,985.000000 ,0.102000 ,16392.000000 ,29272.000000 ,190000.000000 ,0.750000 ,0.020000 ,0.020000 ,0.040000 ,0.123000 ,0.106600 ,0.008200 ,0.303300 ,0.016400 ,0.098400 ,0.131100 ,0.024600 
1223.000000 ,3199.000000 ,0.126000 ,28397.000000 ,29321.000000 ,206500.000000 ,0.790000 ,0.070000 ,0.020000 ,0.050000 ,0.111200 ,0.099800 ,0.020400 ,0.251800 ,0.101400 ,0.058100 ,0.237100 ,0.014700 
418.000000 ,3337.000000 ,0.107000 ,15537.000000 ,31639.000000 ,210000.000000 ,0.940000 ,0.020000 ,0.010000 ,0.010000 ,0.114800 ,0.102900 ,0.009600 ,0.325400 ,0.067000 ,0.105300 ,0.181800 ,0.033500 
621.000000 ,1080.000000 ,0.122000 ,20264.000000 ,35105.000000 ,295000.000000 ,0.780000 ,0.100000 ,0.050000 ,0.030000 ,0.165900 ,0.125600 ,0.016100 ,0.392900 ,0.067600 ,0.077300 ,0.107900 ,0.014500 
703.000000 ,569.000000 ,0.184000 ,21155.000000 ,29351.000000 ,177000.000000 ,0.950000 ,0.010000 ,0.010000 ,0.010000 ,0.098200 ,0.069700 ,0.004300 ,0.455200 ,0.018500 ,0.065400 ,0.163600 ,0.037000 
1546.000000 ,6109.000000 ,0.159000 ,23969.000000 ,34561.000000 ,407000.000000 ,0.360000 ,0.280000 ,0.040000 ,0.040000 ,0.107400 ,0.131300 ,0.025200 ,0.289100 ,0.036900 ,0.234200 ,0.115100 ,0.017500 
378.000000 ,555.000000 ,0.057000 ,39600.000000 ,36862.000000 ,445000.000000 ,0.720000 ,0.030000 ,0.030000 ,0.010000 ,0.119000 ,0.137600 ,0.023800 ,0.309500 ,0.026500 ,0.174600 ,0.153400 ,0.034400 
2154.000000 ,14752.000000 ,0.196000 ,34505.000000 ,36612.000000 ,550000.000000 ,0.240000 ,0.480000 ,0.080000 ,0.090000 ,0.120200 ,0.112800 ,0.021800 ,0.384400 ,0.076600 ,0.052000 ,0.121600 ,0.014900 
1063.000000 ,11189.000000 ,0.142000 ,67238.000000 ,41988.000000 ,715000.000000 ,0.340000 ,0.360000 ,0.080000 ,0.070000 ,0.103500 ,0.113800 ,0.020700 ,0.458100 ,0.053600 ,0.095000 ,0.100700 ,0.011300 
205.000000 ,161.000000 ,0.056000 ,26802.000000 ,29997.000000 ,265000.000000 ,0.860000 ,0.020000 ,0.010000 ,0.030000 ,0.180500 ,0.122000 ,0.009800 ,0.268300 ,0.082900 ,0.063400 ,0.151200 ,0.024400 
2383.000000 ,8997.000000 ,0.170000 ,19256.000000 ,33706.000000 ,535000.000000 ,0.230000 ,0.320000 ,0.040000 ,0.050000 ,0.108700 ,0.117900 ,0.021400 ,0.337400 ,0.046600 ,0.036500 ,0.096900 ,0.016800 
288.000000 ,2858.000000 ,0.134000 ,29451.000000 ,31351.000000 ,280000.000000 ,0.810000 ,0.080000 ,0.030000 ,0.040000 ,0.100700 ,0.069400 ,0.017400 ,0.399300 ,0.024300 ,0.076400 ,0.055600 ,0.017400 
646.000000 ,5000.000000 ,0.109000 ,25618.000000 ,30220.000000 ,494475.000000 ,0.290000 ,0.270000 ,0.280000 ,0.050000 ,0.091300 ,0.137800 ,0.012400 ,0.267800 ,0.085100 ,0.086700 ,0.171800 ,0.032500 
99.000000 ,453.000000 ,0.042000 ,37190.000000 ,38716.000000 ,407500.000000 ,0.570000 ,0.050000 ,0.010000 ,0.010000 ,0.202000 ,0.171700 ,0.010100 ,0.343400 ,0.030300 ,0.050500 ,0.181800 ,0.010100 
929.000000 ,3106.000000 ,0.202000 ,20487.000000 ,24705.000000 ,230000.000000 ,0.760000 ,0.020000 ,0.010000 ,0.030000 ,0.077500 ,0.101200 ,0.011800 ,0.388600 ,0.018300 ,0.058100 ,0.195900 ,0.031200 
436.000000 ,2267.000000 ,0.126000 ,25274.000000 ,28640.000000 ,280000.000000 ,0.850000 ,0.000000 ,0.010000 ,0.000000 ,0.117000 ,0.128400 ,0.006900 ,0.197200 ,0.027500 ,0.240800 ,0.153700 ,0.045900 
1732.000000 ,2320.000000 ,0.108000 ,26668.000000 ,33836.000000 ,377775.000000 ,0.720000 ,0.150000 ,0.070000 ,0.030000 ,0.105700 ,0.093000 ,0.012100 ,0.580800 ,0.050200 ,0.074500 ,0.059500 ,0.016700 
1120.000000 ,89.000000 ,0.098000 ,24297.000000 ,27085.000000 ,240000.000000 ,0.870000 ,0.000000 ,0.000000 ,0.000000 ,0.173200 ,0.118800 ,0.006300 ,0.406300 ,0.028600 ,0.032100 ,0.082100 ,0.033000 
275.000000 ,1043.000000 ,0.089000 ,45519.000000 ,31927.000000 ,470000.000000 ,0.730000 ,0.120000 ,0.050000 ,0.040000 ,0.156400 ,0.101800 ,0.014500 ,0.458200 ,0.040000 ,0.029100 ,0.134500 ,0.014500 
447.000000 ,172.000000 ,0.097000 ,19347.000000 ,26897.000000 ,190000.000000 ,0.980000 ,0.000000 ,0.010000 ,0.010000 ,0.145400 ,0.098400 ,0.022400 ,0.264000 ,0.055900 ,0.062600 ,0.208100 ,0.035800 
1727.000000 ,2671.000000 ,0.114000 ,55787.000000 ,38183.000000 ,436750.000000 ,0.470000 ,0.200000 ,0.170000 ,0.060000 ,0.121000 ,0.101900 ,0.026600 ,0.436000 ,0.064300 ,0.044000 ,0.063100 ,0.014500 
380.000000 ,382.000000 ,0.082000 ,24423.000000 ,29063.000000 ,205000.000000 ,0.860000 ,0.010000 ,0.010000 ,0.020000 ,0.168400 ,0.094700 ,0.002600 ,0.547400 ,0.013200 ,0.023700 ,0.105300 ,0.015800 
342.000000 ,274.000000 ,0.056000 ,27857.000000 ,31891.000000 ,381750.000000 ,0.890000 ,0.020000 ,0.020000 ,0.020000 ,0.233900 ,0.152000 ,0.008800 ,0.295300 ,0.032200 ,0.055600 ,0.134500 ,0.043900 
928.000000 ,198.000000 ,0.074000 ,30649.000000 ,30512.000000 ,261500.000000 ,0.870000 ,0.020000 ,0.010000 ,0.020000 ,0.160600 ,0.121800 ,0.007500 ,0.245700 ,0.043100 ,0.091600 ,0.161600 ,0.032300 
190.000000 ,1111.000000 ,0.182000 ,20959.000000 ,30040.000000 ,105000.000000 ,0.910000 ,0.000000 ,0.040000 ,0.030000 ,0.078900 ,0.063200 ,0.015800 ,0.421100 ,0.031600 ,0.063200 ,0.200000 ,0.036800 
1827.000000 ,3442.000000 ,0.141000 ,34607.000000 ,27707.000000 ,200000.000000 ,0.370000 ,0.020000 ,0.010000 ,0.020000 ,0.116000 ,0.108400 ,0.015300 ,0.516700 ,0.065700 ,0.038300 ,0.096900 ,0.018600 
700.000000 ,375.000000 ,0.138000 ,22468.000000 ,27335.000000 ,220000.000000 ,0.890000 ,0.000000 ,0.000000 ,0.000000 ,0.081400 ,0.084300 ,0.002900 ,0.478600 ,0.021400 ,0.054300 ,0.152900 ,0.031400 
1623.000000 ,16699.000000 ,0.179000 ,84662.000000 ,41624.000000 ,625000.000000 ,0.340000 ,0.280000 ,0.050000 ,0.070000 ,0.040000 ,0.038200 ,0.028300 ,0.111500 ,0.052400 ,0.026500 ,0.060400 ,0.008000 
1026.000000 ,12939.000000 ,0.117000 ,68972.000000 ,34715.000000 ,1250000.000000 ,0.290000 ,0.200000 ,0.050000 ,0.050000 ,0.104300 ,0.106200 ,0.014600 ,0.500000 ,0.041900 ,0.019500 ,0.093600 ,0.023400 
310.000000 ,105.000000 ,0.120000 ,23786.000000 ,28981.000000 ,224000.000000 ,0.890000 ,0.000000 ,0.000000 ,0.010000 ,0.090300 ,0.090300 ,0.003200 ,0.400000 ,0.025800 ,0.058100 ,0.171000 ,0.041900 
2530.000000 ,3620.000000 ,0.227000 ,27201.000000 ,28231.000000 ,114825.000000 ,0.900000 ,0.020000 ,0.030000 ,0.010000 ,0.094500 ,0.073900 ,0.018600 ,0.557700 ,0.024900 ,0.068400 ,0.124500 ,0.011500 
427.000000 ,4808.000000 ,0.078000 ,34270.000000 ,35279.000000 ,494000.000000 ,0.630000 ,0.060000 ,0.100000 ,0.020000 ,0.159300 ,0.128800 ,0.021100 ,0.302100 ,0.063200 ,0.051500 ,0.124100 ,0.032800 
1476.000000 ,1080.000000 ,0.143000 ,20736.000000 ,27597.000000 ,150000.000000 ,0.590000 ,0.030000 ,0.140000 ,0.040000 ,0.067100 ,0.061700 ,0.025100 ,0.434300 ,0.027100 ,0.125300 ,0.165300 ,0.019000 
1060.000000 ,1762.000000 ,0.251000 ,28125.000000 ,35746.000000 ,130000.000000 ,0.950000 ,0.010000 ,0.010000 ,0.010000 ,0.113200 ,0.090600 ,0.012300 ,0.419800 ,0.020800 ,0.091500 ,0.217000 ,0.013200 
3214.000000 ,12005.000000 ,0.153000 ,43056.000000 ,38698.000000 ,510000.000000 ,0.210000 ,0.480000 ,0.030000 ,0.100000 ,0.117900 ,0.145600 ,0.017100 ,0.451800 ,0.040400 ,0.042300 ,0.074100 ,0.018400 
6222.000000 ,1448.000000 ,0.143000 ,37937.000000 ,30382.000000 ,187000.000000 ,0.700000 ,0.090000 ,0.060000 ,0.060000 ,0.130800 ,0.094200 ,0.016600 ,0.480200 ,0.027800 ,0.058300 ,0.108300 ,0.010400 
2428.000000 ,4827.000000 ,0.196000 ,28410.000000 ,28555.000000 ,180000.000000 ,0.520000 ,0.140000 ,0.180000 ,0.050000 ,0.105000 ,0.092700 ,0.007800 ,0.469900 ,0.024300 ,0.070800 ,0.107500 ,0.007400 
3148.000000 ,8687.000000 ,0.164000 ,15837.000000 ,34886.000000 ,425000.000000 ,0.270000 ,0.450000 ,0.040000 ,0.040000 ,0.134700 ,0.129300 ,0.031400 ,0.402800 ,0.039700 ,0.053000 ,0.107100 ,0.014600 
261.000000 ,319.000000 ,0.084000 ,26133.000000 ,26956.000000 ,240000.000000 ,0.930000 ,0.010000 ,0.020000 ,0.030000 ,0.122600 ,0.095800 ,0.015300 ,0.195400 ,0.011500 ,0.157100 ,0.180100 ,0.038300 
621.000000 ,2803.000000 ,0.155000 ,31924.000000 ,28798.000000 ,157000.000000 ,0.920000 ,0.000000 ,0.000000 ,0.000000 ,0.080500 ,0.083700 ,0.022500 ,0.317200 ,0.138500 ,0.075700 ,0.159400 ,0.019300 
1239.000000 ,4475.000000 ,0.235000 ,30508.000000 ,32044.000000 ,136000.000000 ,0.540000 ,0.030000 ,0.030000 ,0.010000 ,0.058100 ,0.054100 ,0.007300 ,0.326900 ,0.014500 ,0.107300 ,0.309100 ,0.007300 
1444.000000 ,4925.000000 ,0.155000 ,33732.000000 ,33804.000000 ,252000.000000 ,0.430000 ,0.190000 ,0.230000 ,0.030000 ,0.112200 ,0.093500 ,0.027700 ,0.598300 ,0.058200 ,0.027000 ,0.047800 ,0.008300 
871.000000 ,440.000000 ,0.095000 ,29999.000000 ,31495.000000 ,300000.000000 ,0.900000 ,0.040000 ,0.020000 ,0.020000 ,0.151500 ,0.112500 ,0.005700 ,0.341000 ,0.048200 ,0.110200 ,0.127400 ,0.029900 
172.000000 ,183.000000 ,0.086000 ,20816.000000 ,27500.000000 ,315000.000000 ,0.960000 ,0.010000 ,0.010000 ,0.010000 ,0.110500 ,0.116300 ,0.005800 ,0.377900 ,0.011600 ,0.151200 ,0.110500 ,0.058100 
161.000000 ,138.000000 ,0.092000 ,25480.000000 ,22812.000000 ,262500.000000 ,0.980000 ,0.000000 ,0.010000 ,0.010000 ,0.217400 ,0.130400 ,0.006200 ,0.391300 ,0.031100 ,0.031100 ,0.124200 ,0.018600 
5772.000000 ,4805.000000 ,0.219000 ,47891.000000 ,31623.000000 ,179665.000000 ,0.550000 ,0.170000 ,0.100000 ,0.050000 ,0.125400 ,0.085100 ,0.016300 ,0.491300 ,0.044500 ,0.052500 ,0.114000 ,0.007300 
193.000000 ,1426.000000 ,0.156000 ,18904.000000 ,24887.000000 ,138000.000000 ,0.890000 ,0.020000 ,0.010000 ,0.020000 ,0.057000 ,0.072500 ,0.000000 ,0.160600 ,0.005200 ,0.139900 ,0.279800 ,0.015500 
1588.000000 ,1441.000000 ,0.134000 ,24401.000000 ,33037.000000 ,248000.000000 ,0.830000 ,0.060000 ,0.020000 ,0.020000 ,0.102000 ,0.107100 ,0.013200 ,0.457200 ,0.052900 ,0.102000 ,0.104500 ,0.019500 
606.000000 ,157.000000 ,0.099000 ,23306.000000 ,28038.000000 ,260000.000000 ,0.900000 ,0.010000 ,0.000000 ,0.010000 ,0.189800 ,0.122100 ,0.009900 ,0.242600 ,0.064400 ,0.075900 ,0.211200 ,0.047900 
551.000000 ,5487.000000 ,0.100000 ,32597.000000 ,34191.000000 ,487000.000000 ,0.350000 ,0.310000 ,0.130000 ,0.080000 ,0.148800 ,0.157900 ,0.012700 ,0.537200 ,0.021800 ,0.012700 ,0.023600 ,0.016300 
325.000000 ,91.000000 ,0.093000 ,20429.000000 ,26462.000000 ,240000.000000 ,0.970000 ,0.000000 ,0.000000 ,0.000000 ,0.193800 ,0.144600 ,0.018500 ,0.307700 ,0.021500 ,0.067700 ,0.166200 ,0.036900 
258.000000 ,120.000000 ,0.071000 ,24781.000000 ,30694.000000 ,252750.000000 ,0.770000 ,0.000000 ,0.010000 ,0.010000 ,0.143400 ,0.135700 ,0.019400 ,0.263600 ,0.034900 ,0.100800 ,0.224800 ,0.023300 
430.000000 ,455.000000 ,0.053000 ,26725.000000 ,29705.000000 ,370000.000000 ,0.710000 ,0.020000 ,0.020000 ,0.020000 ,0.141900 ,0.132600 ,0.004700 ,0.200000 ,0.044200 ,0.109300 ,0.223300 ,0.020900 
986.000000 ,2622.000000 ,0.251000 ,24697.000000 ,27005.000000 ,120000.000000 ,0.890000 ,0.030000 ,0.030000 ,0.020000 ,0.076100 ,0.031400 ,0.012200 ,0.428000 ,0.003000 ,0.042600 ,0.169400 ,0.007100 
1881.000000 ,876.000000 ,0.111000 ,57824.000000 ,33498.000000 ,270000.000000 ,0.730000 ,0.110000 ,0.060000 ,0.070000 ,0.165300 ,0.124900 ,0.006900 ,0.453000 ,0.055300 ,0.066500 ,0.079700 ,0.022300 
268.000000 ,339.000000 ,0.054000 ,53409.000000 ,35045.000000 ,525000.000000 ,0.830000 ,0.010000 ,0.030000 ,0.000000 ,0.167900 ,0.130600 ,0.007500 ,0.283600 ,0.044800 ,0.078400 ,0.212700 ,0.044800 
783.000000 ,239.000000 ,0.077000 ,29841.000000 ,33085.000000 ,334000.000000 ,0.970000 ,0.000000 ,0.000000 ,0.000000 ,0.150700 ,0.122600 ,0.005100 ,0.424000 ,0.044700 ,0.051100 ,0.113700 ,0.042100 
389.000000 ,614.000000 ,0.108000 ,20425.000000 ,25697.000000 ,154000.000000 ,0.870000 ,0.030000 ,0.030000 ,0.010000 ,0.102800 ,0.072000 ,0.028300 ,0.221100 ,0.074600 ,0.136200 ,0.254500 ,0.030800 
1537.000000 ,2704.000000 ,0.178000 ,34577.000000 ,29886.000000 ,160000.000000 ,0.810000 ,0.060000 ,0.060000 ,0.010000 ,0.098200 ,0.083300 ,0.006500 ,0.595300 ,0.018900 ,0.028600 ,0.116500 ,0.006500 
1017.000000 ,90.000000 ,0.110000 ,26765.000000 ,25430.000000 ,242500.000000 ,0.940000 ,0.000000 ,0.000000 ,0.010000 ,0.120000 ,0.143600 ,0.024600 ,0.206500 ,0.060000 ,0.062900 ,0.228100 ,0.036400 
235.000000 ,371.000000 ,0.112000 ,17940.000000 ,26637.000000 ,188000.000000 ,0.940000 ,0.000000 ,0.010000 ,0.020000 ,0.161700 ,0.102100 ,0.008500 ,0.293600 ,0.029800 ,0.072300 ,0.208500 ,0.046800 
1275.000000 ,827.000000 ,0.190000 ,23815.000000 ,26237.000000 ,133000.000000 ,0.970000 ,0.000000 ,0.000000 ,0.000000 ,0.076900 ,0.047800 ,0.007100 ,0.392900 ,0.084700 ,0.116100 ,0.189800 ,0.021200 
614.000000 ,356.000000 ,0.079000 ,31739.000000 ,32926.000000 ,352000.000000 ,0.780000 ,0.070000 ,0.050000 ,0.040000 ,0.159600 ,0.109100 ,0.016300 ,0.316000 ,0.060300 ,0.070000 ,0.131900 ,0.022800 
415.000000 ,128.000000 ,0.081000 ,24248.000000 ,29104.000000 ,196250.000000 ,0.820000 ,0.000000 ,0.010000 ,0.000000 ,0.147000 ,0.094000 ,0.014500 ,0.180700 ,0.014500 ,0.130100 ,0.277100 ,0.060200 
279.000000 ,109.000000 ,0.106000 ,18671.000000 ,28678.000000 ,259450.000000 ,0.970000 ,0.000000 ,0.000000 ,0.010000 ,0.096800 ,0.089600 ,0.000000 ,0.218600 ,0.057300 ,0.121900 ,0.290300 ,0.078900 
897.000000 ,577.000000 ,0.101000 ,24937.000000 ,28080.000000 ,263000.000000 ,0.960000 ,0.010000 ,0.010000 ,0.010000 ,0.105900 ,0.136000 ,0.021200 ,0.342300 ,0.033400 ,0.100300 ,0.226300 ,0.017800 
748.000000 ,2537.000000 ,0.144000 ,25336.000000 ,27326.000000 ,160000.000000 ,0.930000 ,0.010000 ,0.020000 ,0.010000 ,0.101600 ,0.081600 ,0.005300 ,0.493300 ,0.036100 ,0.041400 ,0.187200 ,0.025400 
139.000000 ,230.000000 ,0.097000 ,51844.000000 ,29235.000000 ,201000.000000 ,0.160000 ,0.000000 ,0.000000 ,0.000000 ,0.172700 ,0.151100 ,0.007200 ,0.474800 ,0.000000 ,0.071900 ,0.079100 ,0.021600 
288.000000 ,375.000000 ,0.090000 ,41153.000000 ,28971.000000 ,202750.000000 ,0.970000 ,0.010000 ,0.010000 ,0.020000 ,0.156300 ,0.097200 ,0.006900 ,0.381900 ,0.013900 ,0.097200 ,0.173600 ,0.034700 
665.000000 ,65.000000 ,0.126000 ,19464.000000 ,27292.000000 ,153000.000000 ,0.990000 ,0.000000 ,0.000000 ,0.000000 ,0.154900 ,0.085700 ,0.009000 ,0.332300 ,0.027100 ,0.084200 ,0.249600 ,0.028600 
708.000000 ,3644.000000 ,0.163000 ,33019.000000 ,28500.000000 ,199250.000000 ,0.740000 ,0.060000 ,0.010000 ,0.010000 ,0.142700 ,0.091800 ,0.009900 ,0.408200 ,0.046600 ,0.035300 ,0.200600 ,0.016900 
2768.000000 ,4518.000000 ,0.199000 ,35010.000000 ,28372.000000 ,145000.000000 ,0.580000 ,0.110000 ,0.060000 ,0.080000 ,0.108700 ,0.088200 ,0.015200 ,0.538300 ,0.023800 ,0.035000 ,0.080200 ,0.004000 
908.000000 ,1651.000000 ,0.136000 ,20495.000000 ,25037.000000 ,175500.000000 ,0.910000 ,0.010000 ,0.010000 ,0.010000 ,0.112300 ,0.117800 ,0.019800 ,0.270900 ,0.105700 ,0.118900 ,0.199300 ,0.027500 
152.000000 ,2436.000000 ,0.086000 ,17440.000000 ,24751.000000 ,220000.000000 ,0.720000 ,0.030000 ,0.120000 ,0.010000 ,0.171100 ,0.125000 ,0.006600 ,0.296100 ,0.059200 ,0.118400 ,0.138200 ,0.026300 
1359.000000 ,1669.000000 ,0.193000 ,20380.000000 ,27396.000000 ,137000.000000 ,0.690000 ,0.050000 ,0.160000 ,0.030000 ,0.109600 ,0.069200 ,0.021300 ,0.469500 ,0.049300 ,0.090500 ,0.131700 ,0.013200 
556.000000 ,3324.000000 ,0.093000 ,48030.000000 ,35037.000000 ,400000.000000 ,0.560000 ,0.100000 ,0.090000 ,0.060000 ,0.140300 ,0.080900 ,0.005400 ,0.435300 ,0.050400 ,0.059400 ,0.138500 ,0.016200 
213.000000 ,544.000000 ,0.168000 ,23415.000000 ,23458.000000 ,109000.000000 ,0.840000 ,0.000000 ,0.080000 ,0.020000 ,0.046900 ,0.042300 ,0.009400 ,0.267600 ,0.018800 ,0.065700 ,0.309900 ,0.028200 
1005.000000 ,590.000000 ,0.156000 ,36513.000000 ,29940.000000 ,191000.000000 ,0.800000 ,0.060000 ,0.060000 ,0.050000 ,0.093500 ,0.085600 ,0.016900 ,0.461700 ,0.076600 ,0.068700 ,0.173100 ,0.008000 
1990.000000 ,3292.000000 ,0.148000 ,25236.000000 ,29189.000000 ,180000.000000 ,0.920000 ,0.020000 ,0.010000 ,0.020000 ,0.089900 ,0.065300 ,0.017600 ,0.377900 ,0.012100 ,0.050800 ,0.250300 ,0.017100 
1986.000000 ,5315.000000 ,0.134000 ,31681.000000 ,31392.000000 ,220000.000000 ,0.850000 ,0.040000 ,0.030000 ,0.010000 ,0.119300 ,0.092600 ,0.013100 ,0.386200 ,0.019600 ,0.073000 ,0.149500 ,0.016600 
945.000000 ,3969.000000 ,0.114000 ,58501.000000 ,33908.000000 ,300000.000000 ,0.630000 ,0.120000 ,0.080000 ,0.060000 ,0.118500 ,0.101600 ,0.009500 ,0.254000 ,0.154500 ,0.185200 ,0.085700 ,0.010600 
522.000000 ,560.000000 ,0.186000 ,16306.000000 ,25945.000000 ,127425.000000 ,0.980000 ,0.000000 ,0.010000 ,0.010000 ,0.101500 ,0.120700 ,0.015300 ,0.327600 ,0.005700 ,0.093900 ,0.291200 ,0.024900 
357.000000 ,1577.000000 ,0.124000 ,29423.000000 ,26734.000000 ,208500.000000 ,0.870000 ,0.010000 ,0.030000 ,0.030000 ,0.212900 ,0.128900 ,0.030800 ,0.400600 ,0.050400 ,0.025200 ,0.092400 ,0.019600 
489.000000 ,1156.000000 ,0.067000 ,42951.000000 ,34660.000000 ,417000.000000 ,0.840000 ,0.060000 ,0.030000 ,0.020000 ,0.126800 ,0.114500 ,0.006100 ,0.327200 ,0.045000 ,0.120700 ,0.161600 ,0.026600 
57.000000 ,106.000000 ,0.057000 ,31574.000000 ,38326.000000 ,215000.000000 ,0.960000 ,0.000000 ,0.020000 ,0.000000 ,0.175400 ,0.070200 ,0.017500 ,0.298200 ,0.017500 ,0.105300 ,0.070200 ,0.140400 
287.000000 ,3452.000000 ,0.064000 ,43611.000000 ,36177.000000 ,665000.000000 ,0.560000 ,0.090000 ,0.090000 ,0.060000 ,0.118500 ,0.122000 ,0.017400 ,0.358900 ,0.059200 ,0.045300 ,0.177700 ,0.031400 
101.000000 ,41.000000 ,0.059000 ,20276.000000 ,25548.000000 ,200000.000000 ,0.950000 ,0.000000 ,0.020000 ,0.020000 ,0.198000 ,0.099000 ,0.029700 ,0.316800 ,0.029700 ,0.118800 ,0.128700 ,0.049500 
1449.000000 ,1414.000000 ,0.201000 ,20093.000000 ,25993.000000 ,140000.000000 ,0.800000 ,0.040000 ,0.110000 ,0.020000 ,0.115300 ,0.057300 ,0.011700 ,0.458900 ,0.071100 ,0.035900 ,0.213300 ,0.015200 
208.000000 ,524.000000 ,0.073000 ,17861.000000 ,28745.000000 ,330000.000000 ,0.970000 ,0.010000 ,0.000000 ,0.000000 ,0.096200 ,0.149000 ,0.024000 ,0.346200 ,0.019200 ,0.115400 ,0.139400 ,0.067300 
362.000000 ,517.000000 ,0.145000 ,17516.000000 ,26156.000000 ,140000.000000 ,0.920000 ,0.000000 ,0.040000 ,0.010000 ,0.116000 ,0.077300 ,0.013800 ,0.284500 ,0.041400 ,0.060800 ,0.232000 ,0.030400 
